ID,BAD,LOAN,MORTDUE,VALUE,YOJ,CLAGE,NINQ,CLNO,DEBTINC,DEROGzero,REASON_HomeImp,REASON_IsMissing,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,DELINQcat_1,DELINQcat_1+
21,True,-1.5294654135136179,-0.5661736923632463,-0.5358531728089606,-0.5176331398687631,-0.06869438523377835,-0.09640128339378977,-2.14490751485471,0.13686152257149953,False,1,0,0,0,1,0,0,0,0
22,True,-1.5294654135136179,-1.1240676285698787,-1.1795765152387592,0.4472878120798892,-1.3844986701120796,0.5535440209353806,0.07717640458455147,0.13686152257149953,True,1,0,0,0,0,0,0,0,0
23,True,-1.5294654135136179,-1.3776557813910755,-0.22301686031443,1.825746314863678,-0.7092615893316879,-0.7463465877229601,-1.1348693696550456,0.13686152257149953,True,1,0,0,0,0,0,0,0,1
24,True,-1.5294654135136179,-0.18530964564109115,-1.6460512919895445,-0.2419414393120053,-2.036209800289941,1.2034893252645509,-1.740892256774844,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
25,True,-1.5294654135136179,-0.9500300792886917,-1.047829976893946,0.4472878120798892,-1.343748192343443,-0.09640128339378977,-0.023827409935414955,0.6614592006812693,True,1,0,0,0,0,0,0,0,0
26,False,-1.5294654135136179,0.6624355492401691,0.32915932599224146,-0.655478990147142,-1.054989042414952,-0.7463465877229601,-0.8318579260951463,-0.6452268347368435,True,1,0,1,0,0,0,0,0,0
27,True,-1.519941480049677,-1.4537322272374344,-1.5864088776886396,1.2743629137501626,-0.5317847571002285,-0.09640128339378977,-0.2258350389753478,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
28,True,-1.519941480049677,-1.197202451843512,-1.2674602051854567,0.1715961115231314,1.2128529659575273,-0.7463465877229601,-1.235873184175012,0.13686152257149953,False,1,0,0,1,0,0,0,0,1
29,False,-1.519941480049677,-1.6507955807947863,-1.106188696847315,-0.2419414393120053,0.35890084306415865,-0.7463465877229601,-0.9328617406151127,0.13686152257149953,True,1,0,0,0,0,0,1,0,0
30,False,-1.519941480049677,-0.023292174803628624,-0.43305887928703696,-0.1040955890336264,0.9499397757223679,-0.7463465877229601,-0.9328617406151127,0.13686152257149953,True,1,0,0,0,1,0,0,0,0
31,True,-1.491369679657855,-0.5460134342139612,-0.7391706083148596,2.377129715977194,-0.4133294276490736,1.2034893252645509,2.400264138543779,0.13686152257149953,False,1,0,0,0,0,0,1,0,1
32,True,-1.491369679657855,-1.7326791953407508,-0.7836061818834145,0.9986712131934048,-0.8219386885497545,0.5535440209353806,-1.235873184175012,0.13686152257149953,False,1,0,0,1,0,0,0,0,0
33,True,-1.4818457461939143,0.15908842470537599,0.24631166771664686,-0.3797872895903842,-0.16940208099018245,0.5535440209353806,0.48119166266441715,0.13686152257149953,False,0,0,0,0,1,0,0,0,0
34,False,-1.4818457461939143,0.8019090332918273,0.2365358415315648,-1.0690165409822787,-1.0266271640633653,-0.7463465877229601,-0.8318579260951463,-0.5889949042721104,True,1,0,1,0,0,0,0,0,0
35,False,-1.4818457461939143,0.812661170971446,0.39841957332776234,-0.9311706907038998,-0.9592936821694235,-0.7463465877229601,-0.8318579260951463,-0.6095924289007328,True,1,0,1,0,0,0,0,0,0
36,True,-1.4818457461939143,-1.637583638032802,-0.6424788002296842,0.9986712131934048,-0.7034254604045399,0.5535440209353806,-1.3368769986949784,0.3489775341691766,False,1,0,0,1,0,0,0,0,0
37,True,-1.4818457461939143,-0.2628315439585309,-0.5848310494534122,-0.9311706907038998,1.2851025125440565,1.2034893252645509,1.5922336223840476,2.3276414423275313,True,0,0,0,0,0,0,0,0,0
38,False,-1.4723218127299735,0.8176568575820236,0.41870194401883165,-0.9311706907038998,-1.1531469544728417,-0.7463465877229601,-0.7308541115751799,-0.28315220748751596,True,1,0,1,0,0,0,0,0,0
39,True,-1.4723218127299735,-1.6566027494943918,-1.584433963307815,-0.7933248404255209,-1.5875650906809027,2.5033799339228917,-1.235873184175012,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
40,True,-1.4723218127299735,-0.18530964564109115,-1.8115491171026512,-0.9311706907038998,-1.2536611180247645,-0.7463465877229601,-1.8418960712948105,0.13686152257149953,True,1,0,0,1,0,0,0,1,0
41,True,-1.4723218127299735,-0.18530964564109115,-1.333619836943083,-1.0690165409822787,-1.9280728080981366,-0.09640128339378977,-1.9428998858147768,0.13686152257149953,True,1,0,0,1,0,0,0,1,0
42,True,-1.4723218127299735,1.2045309435260412,1.8361177442805,-0.1040955890336264,-0.6064897977027948,-0.7463465877229601,0.5821954771843836,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
43,True,-1.4723218127299735,-1.326938150826836,-1.3978045543198845,-0.9311706907038998,0.09970228247355095,-0.7463465877229601,-0.9328617406151127,0.13686152257149953,True,0,0,0,1,0,0,0,0,0
44,True,-1.4723218127299735,-0.18530964564109115,-1.6989789973956455,-0.7933248404255209,-2.101422191510547,4.453215846910403,-1.9428998858147768,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
45,True,-1.4723218127299735,-0.18530964564109115,-1.706878654918944,-1.0690165409822787,-0.9263610139507101,-0.7463465877229601,-0.2258350389753478,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
46,True,-1.4723218127299735,-0.6422501382096053,-0.3520873896732258,0.1715961115231314,1.0295977796719908,2.5033799339228917,0.48119166266441715,0.13686152257149953,True,1,0,0,0,1,0,0,1,0
47,True,-1.4723218127299735,-0.958170258994252,-1.0788558818167016,-0.03517266389443695,-1.4443455016889097,-0.7463465877229601,-1.1348693696550456,0.13686152257149953,True,1,0,0,0,0,0,0,0,1
48,False,-1.4723218127299735,-0.36330317010628904,-0.573277800325588,0.1715961115231314,0.4076037237968399,-0.7463465877229601,0.3801878481444507,0.13686152257149953,True,1,0,0,0,0,0,0,0,1
49,False,-1.4723218127299735,-0.6422501382096053,-0.871489871830112,1.6879004645852993,0.2829573449380989,-0.7463465877229601,-0.12483122445538138,0.13686152257149953,True,1,0,1,0,0,0,0,0,0
50,True,-1.462797879266033,-0.8301843182653941,-1.2723974911375184,-1.0000936158430893,-0.32005086736078453,-0.09640128339378977,-0.7308541115751799,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
51,False,-1.462797879266033,-0.18530964564109115,-0.5950018585146593,-0.2419414393120053,-0.06869438523377835,-0.09640128339378977,-0.12483122445538138,0.13686152257149953,True,0,1,0,1,0,0,0,0,0
52,False,-1.4532739458020922,-0.11356955720797461,-0.5127269254095038,0.1715961115231314,0.3394188487883669,-0.7463465877229601,0.3801878481444507,0.9434619330329415,True,1,0,0,0,0,0,0,1,0
53,True,-1.4532739458020922,-0.6015999573123675,-0.7806438103121774,2.6528214165339516,-0.7055469596871362,-0.09640128339378977,0.3801878481444507,0.13686152257149953,True,1,0,0,0,1,0,0,0,1
54,True,-1.4532739458020922,-1.1443546807955747,-1.1789050443492788,-0.2419414393120053,1.4749187253497757,-0.7463465877229601,-1.4378808132149448,0.24881743425526656,True,1,0,0,1,0,0,0,0,0
55,True,-1.4532739458020922,-0.46473843123476766,-0.704609606650428,-1.0690165409822787,-0.7076105602756728,1.2034893252645509,-0.023827409935414955,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
56,False,-1.4532739458020922,0.06434789081137693,-0.2619127990447717,-0.2419414393120053,0.8867654408204425,-0.7463465877229601,-0.9328617406151127,1.3689332244869101,True,1,0,0,0,1,0,0,0,0
57,True,-1.4532739458020922,-1.24682965335062,-0.22301686031443,1.5500546143069205,-0.7578932729961817,-0.7463465877229601,-1.235873184175012,-3.7633987441376737,True,1,0,0,0,0,0,0,0,1
58,True,-1.4437500123381515,1.3748153881454745,0.6714514864767719,0.03375026124475251,-0.49546397518271945,-0.7463465877229601,1.4912298078640813,0.13686152257149953,False,1,0,0,0,0,1,0,0,0
59,True,-1.4437500123381515,1.4756673965224645,1.2597784805244387,0.03375026124475251,0.16436754589381142,-0.7463465877229601,1.1882183643041822,0.27577102402550435,True,0,0,0,1,0,0,0,0,1
60,True,-1.434226078874211,-0.8958382910308019,-0.9583861045863971,-0.9311706907038998,0.05306188794051341,-0.7463465877229601,-1.5388846277349113,0.13686152257149953,True,1,0,1,0,0,0,0,1,0
61,True,-1.4247021454102702,-1.2457899419240532,-1.2217211881255576,0.3094419618015103,-0.20613555826120092,-0.7463465877229601,-0.7308541115751799,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
62,True,-1.4247021454102702,-1.342153439996108,-1.5806026294090152,-0.5176331398687631,-1.0287196892347341,-0.7463465877229601,-1.235873184175012,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
63,True,-1.4151782119463294,-0.2724171761351722,-0.7648444952655802,0.1715961115231314,-0.06869438523377835,-0.09640128339378977,-0.12483122445538138,0.13686152257149953,True,1,0,0,0,1,0,0,0,0
64,True,-1.4151782119463294,-0.7715800961484156,-0.9487090241203563,-0.7933248404255209,-1.3246519004457435,0.5535440209353806,-1.740892256774844,0.13686152257149953,True,1,0,0,0,0,0,0,0,0
65,False,-1.4151782119463294,0.28841838264418623,0.22261269514675092,-0.3797872895903842,0.16986755036652262,-0.09640128339378977,0.68319929170435,0.13686152257149953,True,1,0,0,0,1,0,0,0,0
66,False,-1.4151782119463294,-0.2789343916626769,-0.4748480675852868,0.03375026124475251,0.29093265478495134,-0.7463465877229601,0.3801878481444507,1.1567383406742238,True,1,0,0,0,0,0,0,0,1
67,False,-1.4151782119463294,0.7193407307332457,0.2807344253744207,-0.3797872895903842,-1.1211258563689013,-0.7463465877229601,-0.7308541115751799,-0.689121963122975,True,1,0,1,0,0,0,0,0,0
68,True,-1.4151782119463294,-0.6040344035794509,-0.7806438103121774,0.5851336623582681,-1.0105592858938808,-0.7463465877229601,-0.42784266801528065,0.13686152257149953,False,0,0,1,0,0,0,0,0,1
69,False,-1.4151782119463294,-0.5069101410489326,-0.7216136194693283,1.5500546143069205,0.31274644590961637,-0.7463465877229601,-0.12483122445538138,-2.047707743172905,True,1,0,1,0,0,0,0,0,0
70,True,-1.4056542784823887,-1.3812820919764186,-1.5677656859336548,-0.5176331398687631,-0.6104030362123416,-0.09640128339378977,-1.235873184175012,-1.1092451702526311,True,1,0,0,1,0,0,0,0,0
71,True,-1.3961303450184481,-1.3488735260458697,-0.056008225699992434,-0.9863090308152513,0.9115551455743461,-0.09640128339378977,0.3801878481444507,0.13686152257149953,False,1,0,0,0,0,0,0,0,1
72,False,-1.3961303450184481,-0.5362502903303451,-0.732080665687699,1.5500546143069205,0.3062959915318525,-0.7463465877229601,-0.12483122445538138,-2.109202795228408,True,1,0,1,0,0,0,0,0,0
73,False,-1.3961303450184481,-0.18530964564109115,-0.5399214964334594,-0.2419414393120053,-0.06869438523377835,-0.09640128339378977,-0.12483122445538138,-1.7762178548619985,True,0,1,0,1,0,0,0,0,0
74,False,-1.3961303450184481,-1.5413976516677221,-1.0759922559645057,-0.2419414393120053,0.3173960478357016,-0.7463465877229601,-1.033865555135079,1.2567410006840407,True,1,0,0,0,0,0,1,0,0
75,True,-1.3866064115545074,-1.0759873147949799,-1.0776709331882066,0.3094419618015103,-0.40726318979754433,-0.7463465877229601,-0.7308541115751799,-1.4374428107887045,True,1,0,0,1,0,0,0,0,0
76,True,-1.3866064115545074,-1.4664116348784944,-1.549043497603437,-0.7244019152863315,-0.3555462585712741,2.5033799339228917,-1.3368769986949784,0.13686152257149953,True,1,0,0,1,0,0,0,1,0
77,False,-1.3866064115545074,-0.4945350391912583,-0.7411455226956842,-0.1040955890336264,-0.09098203928009982,-0.09640128339378977,0.9862107352642492,0.13686152257149953,True,0,0,0,0,1,0,0,0,1
78,False,-1.3866064115545074,0.7561110128923192,0.35971125146359895,-0.9311706907038998,-1.160662888453651,-0.7463465877229601,-0.8318579260951463,-0.6966774036268109,True,1,0,1,0,0,0,0,0,0
79,True,-1.3866064115545074,-1.2965075724882926,-1.2151249740936032,-0.655478990147142,-1.144698697979645,0.5535440209353806,-0.7308541115751799,0.13686152257149953,True,0,0,0,0,0,0,0,1,0
80,False,-1.3770824780905666,0.8327199938596026,0.24184836121598313,-1.0690165409822787,-1.043682886076324,-0.7463465877229601,-0.8318579260951463,-0.6895201307721064,True,1,0,1,0,0,0,0,0,0
81,False,-1.3770824780905666,-0.4509685945365767,-0.7652987255731699,1.6879004645852993,0.3290190001725156,-0.7463465877229601,-0.2258350389753478,-1.8443378684523732,True,1,0,1,0,0,0,0,0,0
82,True,-1.3770824780905666,-0.18530964564109115,-0.3933828493762695,-1.0000936158430893,-0.6498275150188615,1.2034893252645509,-0.9328617406151127,0.13686152257149953,True,1,0,0,1,0,0,0,0,1
83,True,-1.3770824780905666,-1.1602800167927456,-1.3541589465036594,0.3094419618015103,-0.7580250804380692,-0.7463465877229601,-1.3368769986949784,1.1217333899285558,True,1,0,1,0,0,0,0,0,0
84,True,-1.3770824780905666,-1.403014596673195,-0.9581491148606981,1.825746314863678,-1.1599699119113611,-0.09640128339378977,-1.235873184175012,0.13686152257149953,False,1,0,0,0,1,0,0,1,0
85,True,-1.3770824780905666,-1.084457159099208,-1.250673432948447,-0.3797872895903842,-1.0757717142607834,-0.09640128339378977,0.48119166266441715,0.13686152257149953,True,0,0,0,1,0,0,0,0,0
86,True,-1.3770824780905666,-0.7766518592048395,-0.47008852392749934,-1.1379394661214681,-0.530959366393209,-0.7463465877229601,-0.6298502970552134,0.13686152257149953,True,1,0,0,1,0,0,0,0,1
87,True,-1.3770824780905666,-0.36330317010628904,-0.613961036570576,-0.7244019152863315,-0.12812833572561627,-0.7463465877229601,-0.3268388534953142,0.13686152257149953,True,1,0,0,1,0,0,0,1,0
88,True,-1.3770824780905666,-1.6895692093611472,-1.6298569940667822,-0.2419414393120053,-2.0655141049465477,-0.7463465877229601,-0.42784266801528065,0.13686152257149953,True,0,0,0,1,0,0,0,0,0
89,True,-1.3770824780905666,-0.6929677687738446,-0.832979041404031,-0.7244019152863315,-0.21067570243376008,1.2034893252645509,-0.528846482535247,0.13686152257149953,True,1,0,0,0,0,0,0,0,0
90,True,-1.3770824780905666,-1.6566027494943918,-1.6689602988071106,1.2743629137501626,-1.1541916321498777,0.5535440209353806,0.17818021910451787,0.13686152257149953,True,1,0,0,1,0,0,0,1,0
91,False,-1.3770824780905666,-0.16043264784933176,-0.42417176457332595,-0.9587398607595756,1.2380298589413812,-0.09640128339378977,-1.5388846277349113,0.13686152257149953,False,1,0,0,1,0,0,0,0,0
92,False,-1.3770824780905666,-0.18530964564109115,-1.0816207619498561,-1.2068623912606575,-0.06869438523377835,-0.7463465877229601,-2.14490751485471,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
93,False,-1.3770824780905666,-0.26186790897781037,-0.44490836557198493,-0.655478990147142,-0.8599104252306855,-0.7463465877229601,-0.6298502970552134,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
94,False,-1.3770824780905666,-0.20506416274586234,-0.7215938703255201,-0.5176331398687631,-0.2317252704195526,-0.09640128339378977,0.17818021910451787,0.13686152257149953,False,1,0,0,0,0,1,0,0,0
95,True,-1.3770824780905666,0.04243787440762554,-0.14867120844828557,-0.8484631805368725,0.09433662377298442,-0.09640128339378977,-1.235873184175012,0.13686152257149953,False,1,0,0,0,1,0,0,0,1
96,True,-1.3770824780905666,-0.439379615952648,-0.8201420979286708,0.4472878120798892,-0.4075510735949973,-0.7463465877229601,0.07717640458455147,0.13686152257149953,False,0,0,0,1,0,0,0,0,0
97,False,-1.3770824780905666,-0.1192245730158873,-0.3916251755773355,0.3094419618015103,0.41275430544098685,-0.7463465877229601,0.3801878481444507,0.7931849355249501,True,1,0,0,0,0,0,0,1,0
98,False,-1.3770824780905666,-0.1215575840218423,-0.566069362835578,0.1715961115231314,0.6039794772708846,-0.7463465877229601,0.3801878481444507,0.7989115455761232,True,1,0,0,0,0,0,0,0,1
99,True,-1.367558544626626,-0.18530964564109115,-1.607500963275847,-1.2068623912606575,-0.9687740361272602,-0.7463465877229601,-0.2258350389753478,-0.011951162018063743,True,1,0,0,1,0,0,0,0,0
100,True,-1.367558544626626,-0.3506237624652292,-0.701647235079191,-0.1040955890336264,-1.4249468513202428,0.5535440209353806,-0.6298502970552134,0.13686152257149953,False,1,0,0,1,0,0,0,0,1
101,False,-1.367558544626626,-0.36350604062854597,-0.7254054550805117,-0.2419414393120053,-0.167275950802629,-0.09640128339378977,0.9862107352642492,-1.772529284575116,True,0,0,0,0,1,0,0,0,1
102,False,-1.3580346111626853,-0.40022560515705524,-0.815836784578473,1.4122087640285415,0.3960793329665946,-0.09640128339378977,-0.12483122445538138,-2.267455326756087,True,1,0,1,0,0,0,0,0,0
103,True,-1.3580346111626853,-0.9516276846514652,-0.9934408348460348,-0.9311706907038998,-1.058849471273052,-0.09640128339378977,-1.6398884422548776,0.13686152257149953,False,1,0,0,1,0,0,0,0,0
104,False,-1.3580346111626853,-0.11732266186972833,-0.46465750938023154,-0.655478990147142,-0.6213486877439658,-0.7463465877229601,0.9862107352642492,0.13686152257149953,True,0,0,0,0,0,1,0,0,0
105,False,-1.3580346111626853,-0.7183265840559643,-0.8974599959379562,-0.3797872895903842,-1.282552714945763,-0.09640128339378977,-0.528846482535247,0.13686152257149953,True,0,0,0,1,0,0,0,1,0
106,False,-1.3580346111626853,-0.1535350500925952,-0.3470908562897394,-0.7933248404255209,-0.8510944451668758,-0.7463465877229601,-0.6298502970552134,1.451245668890096,True,1,0,0,1,0,0,0,0,0
107,False,-1.3580346111626853,-0.5606961882623085,-0.829206954936656,1.4122087640285415,0.3820714645769902,-0.7463465877229601,-0.2258350389753478,-2.087734935501341,True,1,0,1,0,0,0,0,0,0
108,False,-1.3485106776987446,-0.028414655490616794,-0.43112346319382877,-0.7933248404255209,-0.607733950991743,-0.7463465877229601,0.9862107352642492,0.03988782969138105,True,0,0,0,0,0,1,0,0,0
109,False,-1.3485106776987446,-0.08904758283016491,-0.4083329512391122,-0.3797872895903842,-0.914960691750593,-0.7463465877229601,-0.7308541115751799,1.2008929251498845,True,1,0,0,1,0,0,0,0,0
110,False,-1.3485106776987446,-0.007747221035689271,-0.404876851072669,-0.9311706907038998,1.0519306283789884,-0.7463465877229601,-1.6398884422548776,0.3825888220114035,False,1,0,0,1,0,0,0,0,0
111,False,-1.338986744234804,-0.4655245545085134,-0.7239835167263179,-0.2419414393120053,-0.20584656007485494,-0.7463465877229601,0.8852069207442828,-1.5741448038002237,True,0,0,0,0,1,0,0,0,1
112,False,-1.338986744234804,-0.18530964564109115,-0.7954556681683624,-0.2419414393120053,-0.06869438523377835,-0.09640128339378977,-0.12483122445538138,0.13686152257149953,True,0,1,0,1,0,0,0,0,0
113,True,-1.338986744234804,-0.48778959432621444,-0.7199349422456274,0.722979512636647,-1.1039071859355347,-0.7463465877229601,-0.42784266801528065,0.7976561374433943,False,0,0,1,0,0,0,0,0,1
114,False,-1.3294628107708633,-0.15721207830850256,-0.42344104625242085,-0.655478990147142,-1.2093034872292918,-0.7463465877229601,-0.6298502970552134,1.03324074410641,False,1,0,0,1,0,0,0,0,0
115,False,-1.3294628107708633,-0.18530964564109115,-0.46106316520713064,-0.2419414393120053,-0.06869438523377835,-0.09640128339378977,-0.12483122445538138,-1.323493624651868,True,0,1,0,1,0,0,0,0,0
116,True,-1.3294628107708633,-0.8451206604665625,-0.6818980912709444,-1.0690165409822787,-0.10707876773982375,-0.09640128339378977,-0.2258350389753478,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
117,False,-1.3294628107708633,-0.03155914858559963,-0.4202811832431014,-0.655478990147142,-0.7460725785412896,-0.7463465877229601,-0.7308541115751799,1.1422313345791546,True,1,0,0,1,0,0,0,0,0
118,False,-1.3294628107708633,-0.18530964564109115,-1.0167645736835742,-1.2068623912606575,-0.06869438523377835,-0.7463465877229601,-2.14490751485471,-3.3903893521761685,True,1,0,0,1,0,0,0,0,0
119,True,-1.3294628107708633,-0.3886619853884087,-0.22301686031443,-0.5176331398687631,0.5396794857656719,-0.09640128339378977,-0.8318579260951463,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
120,True,-1.3294628107708633,-0.9672487148652509,-1.0768809674358768,-0.7244019152863315,-0.6985303957515427,0.5535440209353806,0.07717640458455147,0.13686152257149953,True,1,0,0,0,0,0,0,1,0
121,True,-1.3294628107708633,-0.14732214034847588,-0.2671660712977653,0.1715961115231314,-0.6589076795429918,-0.7463465877229601,1.2892221788241485,0.13686152257149953,True,0,0,0,0,1,0,0,0,1
122,False,-1.3294628107708633,-0.6802883611327848,-0.9978843922028904,-0.3797872895903842,-1.1496515622699115,-0.7463465877229601,-0.3268388534953142,0.13686152257149953,True,1,0,0,1,0,0,0,0,0
123,True,-1.3294628107708633,1.1582257468208905,0.9152151685019599,-0.5865560650079525,0.30772154256844314,-0.09640128339378977,-0.12483122445538138,0.13686152257149953,False,1,0,0,0,1,0,0,0,0
124,True,-1.3294628107708633,0.4481789189215401,0.10411783229727119,-0.3797872895903842,-1.2247695953963589,1.2034893252645509,-1.1348693696550456,0.13686152257149953,False,1,0,0,1,0,0,0,0,1
125,False,-1.310414943842982,-0.11192123421463683,-0.06562605873460854,-0.9311706907038998,-0.44811000029496334,-0.7463465877229601,0.2791840336244843,0.1990970294177181,True,0,1,0,0,0,0,0,0,0
126,False,-1.310414943842982,-0.011956784372521135,-0.2362389120940511,-0.9311706907038998,1.2994392494781914,-0.7463465877229601,-1.6398884422548776,0.3891932280462255,False,1,0,0,1,0,0,0,0,0
127,False,-1.310414943842982,-0.4668178540879015,-0.8100502854426567,-0.3797872895903842,-1.5462524656260572,-0.09640128339378977,-0.6298502970552134,0.07568957252420157,True,0,0,0,1,0,0,0,0,0
128,True,-1.310414943842982,-0.588996626117154,-0.8351909455105546,-1.1930778062328198,-1.4513620037140091,0.5535440209353806,-0.42784266801528065,0.13686152257149953,True,1,0,0,0,1,0,0,0,0
129,False,-1.310414943842982,0.3981206175546359,0.2958030221001129,-0.3797872895903842,0.04004124428944286,-0.7463465877229601,0.5821954771843836,-0.7172175251182545,True,1,0,0,0,1,0,0,0,0
130,True,-1.310414943842982,-1.1519623253802105,-1.0966301112441235,0.03375026124475251,-1.0964084630720783,-0.09640128339378977,-0.528846482535247,0.13686152257149953,False,1,0,0,0,1,0,0,0,1
131,False,-1.3008910103790412,-0.12703508812278017,-0.06590254674792399,-0.7933248404255209,-0.516269368179877,-0.7463465877229601,0.17818021910451787,0.054188062682236686,True,0,1,0,0,0,0,0,0,0
132,False,-1.3008910103790412,-0.41232176004662635,-0.7391311100272431,0.03375026124475251,-0.23362815136546836,-0.09640128339378977,0.8852069207442828,-1.8782626657361157,True,0,0,0,0,1,0,0,0,1
133,False,-1.3008910103790412,0.20681371506632518,-0.24066272030709834,-0.2419414393120053,1.188902643682304,-0.7463465877229601,-1.033865555135079,1.4919068841978749,True,1,0,0,0,1,0,0,0,0
134,False,-1.2913670769151004,-0.3458563051921907,-0.7342728206504144,0.03375026124475251,0.0018329352285487944,0.5535440209353806,0.9862107352642492,-1.7319936862120917,True,0,0,0,0,1,0,0,0,1
135,False,-1.2913670769151004,-0.16365321739016095,-0.19986098919926082,-0.9311706907038998,-0.4600635546701422,-0.7463465877229601,0.17818021910451787,0.5862443420511598,True,0,1,0,0,0,0,0,0,0
